product_id,product_name,aisle_id,department_id,suggested_products,suggested_pro_aisle_id,suggested_prod_dept,suggested_prod_id
475,organic reposado tequila,124,5,"organic lemons,organic clementines,organic mozzarella,organic roasted garlic vinaigrette dressing organic","[24, 123, 21, 89]","[4, 4, 16, 13]","[143, 43, 617, 962]"
476,chub mackerel,95,15,"won ton wrappers, up,ground turkey chub,chub chorizo","[66, 77, 34, 100]","[6, 7, 1, 21]","[638, 530, 118, 624]"
477,naturally aged cheddar cheese block hot habanero,21,16,"aged gouda cheese,skim milk sharp cheddar cheese singles,extra sharp cheddar cheese,cheddar cheese curds","[2, 21, 21, 21]","[16, 16, 16, 16]","[982, 755, 169, 641]"
478,organic pitted kalamata olives,110,13,"organic lemons,organic clementines,organic mozzarella,organic roasted garlic vinaigrette dressing organic","[24, 123, 21, 89]","[4, 4, 16, 13]","[143, 43, 617, 962]"
479,most wanted cabernet sauvignon red wine,28,5,"organic red wine olive oil dressing organic,cabernet sauvignon central coast ,malbec red wine,cabernet sauvignon california","[89, 28, 28, 28]","[13, 5, 5, 5]","[65, 927, 567, 598]"
480,slow churned mint chocolate chip ice cream,37,1,"mint chocolate flavored syrup,dark chocolate ice cream topping,ice cream cookies cream,banana chocolate chip","[103, 103, 37, 52]","[19, 19, 1, 1]","[16, 135, 431, 602]"
481,black peppercorns,104,13,"black salt caramel dark chocolate bar,simply beyond black bean tortilla chips,chinese breakfast black tea,black currant kombucha","[45, 107, 94, 31]","[19, 19, 7, 7]","[921, 180, 233, 336]"
482,gentle clean foaming face cleanser fl oz female skin care,73,11,"good clean gentle acne wash,cream cleanser for normal to dry skin,essentials foaming facial cleanser,reg organic apple cider vinegar fl oz","[109, 109, 73, 19]","[11, 11, 11, 13]","[525, 825, 529, 404]"
483, constant comment decaffeinated black tea blend,94,7,"tea temples green tea with mint,mache blend,black peppercorns,chinese breakfast black tea","[94, 123, 104, 94]","[7, 4, 13, 7]","[560, 389, 481, 233]"
484,plain greek goat yogurt,120,16,"seasonal oikos greek yogurt,tzatziki greek yogurt dip,honey vanilla greek yogurt,plain fat free yogurt","[120, 67, 120, 120]","[16, 20, 16, 16]","[946, 353, 459, 953]"
485,country stew choice cuts in gravy dog food,40,8,"sausage gravy biscuit,chunky beef with vegetables brown rice dog food,real chicken veggies recipe dog food,adult dog formula dog food","[52, 40, 40, 40]","[1, 8, 8, 8]","[688, 377, 386, 531]"
486,lowfat raspberry kefir probiotic cultured milk smoothie,120,16,"infant s blend probiotic,white tea lavender probiotic kefir water no ,blueberry pomegranate acaí cultured goat milk kefir,organic lowfat pomegranate acai kefir probiotic cultured milk smoothie","[70, 94, 120, 120]","[11, 7, 16, 16]","[113, 892, 446, 515]"
487,can bottle opener chrome,10,17,"plain greek goat yogurt,mallow oats cereals,wraps turmeric,blue bottle coffee frozen bar","[120, 121, 128, 37]","[16, 14, 3, 1]","[484, 978, 728, 232]"
488,organic orange turmeric juice,31,7,"organic pasteurized apple juice,organic super berry juice,sparkling orange juice prickly pear beverage,wraps turmeric","[98, 31, 115, 128]","[7, 7, 7, 3]","[792, 802, 10, 728]"
489,dough for turnover pastries,58,1," up,toll house ultimate chocolate peanut butter deluxe cookie dough,cookie dough performance energy,brooklyn pizza dough","[77, 105, 3, 79]","[7, 13, 19, 1]","[530, 950, 183, 322]"
490,gin gins candy,45,19,"dark chocolate peanut candy,minis candy bars,snack size candy,candy original","[45, 45, 45, 45]","[19, 19, 19, 19]","[901, 207, 630, 303]"
491,pompelmo water,100,21,"kiwi strawberry sparkling water,pure coconut water with orange,water crackers original all natural,traditional water crackers","[115, 98, 78, 78]","[7, 7, 19, 19]","[223, 7, 363, 145]"
492,couscous israeli garlic jalapeno,63,9,"spicy jalapeno ranch popcorn,red jalapeno caesar dressing,garlic naan,israeli style gefilte fish","[23, 89, 128, 33]","[19, 13, 3, 6]","[822, 423, 981, 192]"
493,pear and blueberry baby breakfast,92,18,"blueberry kombucha,crispy cinnamon pear chips,sparkling blueberry,pear hard cider","[31, 50, 77, 27]","[7, 19, 7, 5]","[335, 439, 456, 966]"
494,yellow cherry tomato,83,4,"high fiber tomato basil soup,spicy tomato basil pasta sauce,cherry pie, yellow american cheese","[69, 9, 8, 2]","[15, 9, 3, 16]","[104, 640, 874, 98]"
495,pure cane granulated w spout sugar,17,13,"pure coconut water with orange,vanilla sugar cookies,organic granulated tapioca,pure granulated cane sugar","[98, 61, 17, 17]","[7, 19, 13, 13]","[7, 576, 349, 397]"
496,designer oz paper cups,111,17,"plastic measuring cups,awesome strength paper towels,apple green cups, oz cold cups","[10, 54, 111, 111]","[17, 17, 17, 17]","[473, 679, 846, 415]"
497,mascarpone pistachio caramel gelato,37,1,"black salt caramel dark chocolate bar,chocolate caramel whey protein bar,salted caramel ice cream,caramel sauce","[45, 3, 37, 103]","[19, 19, 1, 19]","[921, 370, 606, 275]"
498,daily moisture shampoo,22,11,"geranium daily bar soap,key lime moisture shave,kind prenatal once daily,shampoo baby shampoo","[25, 55, 47, 102]","[11, 11, 11, 18]","[586, 957, 91, 956]"
499,aspirin mg,133,11,"ultimate omega mg lemon soft gels,vitamin c formula mg vegetarian tablets,fish oil with vitamin d mg,vitamin b mg","[47, 47, 47, 47]","[11, 11, 11, 11]","[367, 715, 905, 876]"
500,non scratch scrub sponges,114,17,"lecithin granules non gmo,non fat blueberry on the bottom greek yogurt,purifying daily detox scrub,heavy duty scrub sponges","[47, 120, 109, 114]","[11, 16, 11, 17]","[511, 264, 133, 881]"
501,proactive health mature adult hairball care cat food,41,8,"chicken brown rice formula cat food,sliced chicken entree cat food,complete health deboned chicken chicken meal and rice cat food,cat food premium adult cat formula","[41, 41, 41, 41]","[8, 8, 8, 8]","[597, 442, 342, 848]"
502,frozen desserts fit salted caramel,37,1,"organic salted butter,caramel sauce,salted caramel lean protein fiber bar,salted caramel ice cream","[36, 103, 3, 37]","[16, 19, 19, 1]","[651, 275, 25, 606]"
503,wild rice blend,68,10,"organic california blend,organic wild blueberries,organic rice vinegar,mache blend","[116, 116, 66, 123]","[1, 1, 6, 4]","[634, 128, 95, 389]"
504,velveeta shells cheese bold jalapeno,4,9,"red jalapeno caesar dressing,cheese creations four cheese cheese sauce,stuffed pasta shells,vegan shells creamy sauce mac cheese macaroni cheese organic","[89, 9, 38, 4]","[13, 9, 1, 9]","[423, 341, 533, 671]"
505, natural string cheese mozzarella cheese,21,16,"cheese creations four cheese cheese sauce,precious mozzarella cheese,light string cheese,string cheese mozzarella","[9, 21, 21, 108]","[9, 16, 16, 16]","[341, 307, 852, 217]"
506,arrowroot powder,6,2,"coarse grind garlic powder parsley blend,he turbo powder original laundry detergent,pure moringa vegetable powder,sweet cream buttermilk powder","[104, 75, 47, 17]","[13, 17, 11, 13]","[144, 727, 563, 395]"
507,tikka masala curry sauce,72,13,"sloppy joe sauce,caramel sauce,chapatti chicken tikki masala wrap,organic medium yellow thai curry","[51, 103, 38, 72]","[13, 19, 1, 13]","[454, 275, 989, 575]"
508,freeze dried edamame veggie snack,50,19,"snack size candy,organic dried cranberries,snack bags,blueberry banana tiny fruits freeze dried snacks","[45, 117, 87, 92]","[19, 19, 17, 18]","[630, 775, 274, 849]"
509,starting solids carrots organic baby food,92,18,"honey glazed carrots,juicing carrots,organic whole peeled baby carrots,organic four bean feast baby food","[116, 83, 123, 92]","[1, 4, 4, 18]","[373, 312, 343, 744]"
510,protein blend honey oats seeds cereal,121,14,"mallow oats cereals,smorz cereal,cheerios cereal,almond honey protein bar","[121, 121, 121, 3]","[14, 14, 14, 19]","[978, 90, 365, 445]"
511,lecithin granules non gmo,47,11," up,unsweetened original organic soy non dairy beverage,non fat blueberry on the bottom greek yogurt,non scratch scrub sponges","[77, 91, 120, 114]","[7, 16, 16, 17]","[530, 862, 264, 500]"
512,multigrain pop cakes,107,19,"multigrain spaghetti style pasta,cinnamon pop ettes,multigrain peanut butter cereal,thin cakes puffed multigrain","[131, 61, 121, 78]","[9, 19, 14, 19]","[375, 733, 637, 675]"
513,honey maid graham cracker crumbs,17,13,"cracker trio selected favorites,honey mustard,sprouted kale cracker,low fat honey graham crackers","[78, 72, 78, 61]","[19, 13, 19, 19]","[760, 254, 103, 627]"
514,freezer safe pint jars wide mouth,85,17,"cauliflower florettes,xylitol sweetener,whole wheat spanakopita, up","[123, 17, 129, 77]","[4, 13, 1, 7]","[120, 747, 360, 530]"
515,organic lowfat pomegranate acai kefir probiotic cultured milk smoothie,120,16,"organic blueberry pomegranate whole milk yogurt,xxx acai blueberry pomegranate,blueberry pomegranate acaí cultured goat milk kefir,lowfat raspberry kefir probiotic cultured milk smoothie","[120, 64, 120, 120]","[16, 7, 16, 16]","[584, 788, 446, 486]"
516,american cheese slices,21,16,"cheese creations four cheese cheese sauce,colby jack cheese slices, yellow american cheese,sliced american cheese","[9, 21, 2, 21]","[9, 16, 16, 16]","[341, 899, 98, 769]"
517,french rolls,43,3,"alcohol free maple flavor,international cafe french vanilla mix,french tarragon wine vinegar,french vanilla ice cream","[104, 26, 19, 37]","[13, 7, 13, 1]","[526, 420, 80, 276]"
518,turkey meatloaf mashed potatoes,38,1,"gold potatoes,turkey,in gravy with carrots peas corn mashed potatoes meatloaf nuggets,instant mashed potatoes","[83, 96, 92, 4]","[4, 20, 18, 9]","[306, 287, 524, 278]"
519,antioxidant infusions brasilia blueberry,31,7,"blueberry blast bar,blueberry kombucha,sparkling blueberry,antioxidant cranberry body wash","[3, 31, 77, 25]","[19, 7, 7, 11]","[701, 335, 456, 441]"
520,sweet smokey kansas city bbq sauce,72,13,"red sweet mini pepper,caramel sauce,bbq concentrate marinade sauce,original organic ville bbq sauce","[100, 103, 5, 5]","[21, 19, 13, 13]","[991, 275, 553, 999]"
521,daily shower cleaner ylang ylang,114,17,"geranium daily bar soap,fresh scent dishwasher cleaner,kind prenatal once daily,daily moisture shampoo","[25, 74, 47, 22]","[11, 17, 11, 11]","[586, 14, 91, 498]"
522,coffee liqueur,124,5,"blue bottle coffee frozen bar,vanilla with almond milk iced coffee,majestic roast ground coffee, columbian coffee","[37, 26, 26, 26]","[1, 7, 7, 7]","[232, 69, 916, 762]"
523,biotin collagen shampoo,22,11,"biotin mcg maximum strength,restorative biotin conditioner,biotin mcg,shampoo baby shampoo","[47, 22, 47, 102]","[11, 11, 11, 18]","[301, 730, 42, 956]"
524,in gravy with carrots peas corn mashed potatoes meatloaf nuggets,92,18,"gold potatoes,juicing carrots,instant mashed potatoes,turkey meatloaf mashed potatoes","[83, 83, 4, 38]","[4, 4, 9, 1]","[306, 312, 278, 518]"
525,good clean gentle acne wash,109,11,"lavender body wash,vanishing acne treatment cream,gentle clean foaming face cleanser fl oz female skin care,acne dote clean n treat towellettes","[25, 73, 73, 109]","[11, 11, 11, 11]","[474, 174, 482, 680]"
526,alcohol free maple flavor,104,13,"lemonade flavor drink mix,organic yummy tummy maple brown sugar instant oatmeal,gluten free organic cereal coconut maple vanilla,echinacea goldenseal alcohol free extract","[90, 92, 130, 47]","[7, 18, 14, 11]","[763, 106, 211, 321]"
527,invigorating face wash men,73,11,"antioxidant cranberry body wash,moisturizing lavender body wash,lavender body wash,for men odor armor body wash","[25, 25, 25, 127]","[11, 11, 11, 11]","[441, 878, 474, 296]"
528,tasty treasures cat food variety pack,41,8,"sliced chicken entree cat food,cat food premium adult cat formula,crunchy granola bars variety pack,gluten free oatmeal variety pack","[41, 41, 48, 130]","[8, 8, 14, 14]","[442, 848, 853, 216]"
529,essentials foaming facial cleanser,73,11,"complete spring water foaming antibacterial hand wash,foaming hand soap kid watermelon,cream cleanser for normal to dry skin,gentle clean foaming face cleanser fl oz female skin care","[127, 114, 109, 73]","[11, 17, 11, 11]","[27, 224, 825, 482]"
530, up,77,7,"cauliflower florettes,goober strawberry,automatic dish packs lemon verbena scent,aromatherapaes stress reducing lavender chamomile spa bath","[123, 88, 75, 132]","[4, 13, 17, 11]","[120, 607, 667, 151]"
531,adult dog formula dog food,40,8,"cat food premium adult cat formula,country stew choice cuts in gravy dog food,chunky beef with vegetables brown rice dog food,real chicken veggies recipe dog food","[41, 40, 40, 40]","[8, 8, 8, 8]","[848, 485, 377, 386]"
532,unsalted pretzel round,107,19,"original minis pretzel chips,supreme pretzel crackers,cashews natural unsalted,unsalted beef broth","[107, 107, 37, 69]","[19, 19, 1, 15]","[678, 615, 396, 963]"
533,stuffed pasta shells,38,1,"velveeta shells cheese bold jalapeno,linguine no pasta,linguine pasta,stuffed crust five cheese pizza","[4, 131, 131, 79]","[9, 9, 9, 1]","[504, 972, 424, 269]"
534,tomato paste with basil oregano garlic flavor,81,15,"yellow cherry tomato,spinach basil garlic linguini,high fiber tomato basil soup,spicy tomato basil pasta sauce","[83, 12, 69, 9]","[4, 9, 15, 9]","[494, 76, 104, 640]"
535,rescue remedy,6,2,"banana sweet potato organic teething wafers,kind prenatal once daily,cold remedy quick dissolve tablets cherry flavor,rescue remedy spray","[92, 47, 11, 11]","[18, 11, 11, 11]","[63, 91, 255, 203]"
536,belgian waffles,52,1,"breakfast blend light roast k cup packs,nasaflo neti pot sinus relief with premixed,organic mini homestyle waffles,waffles red berry","[26, 11, 52, 121]","[7, 11, 1, 14]","[714, 603, 162, 252]"
537,kosher dill babies,110,13,"european style spring mix, up,petite dill pickles,sliced kosher salami","[123, 77, 110, 96]","[4, 7, 13, 20]","[66, 530, 262, 374]"
538,take alongs twist seal liquid storage,85,17,"ultra antibacterial dish liquid,glass storage container with green silicone protection,twist n loc small round containers lids,ibuprofen liquid gels","[100, 85, 85, 133]","[21, 17, 17, 11]","[38, 265, 354, 455]"
539,tri color tortilla strips,89,13,"natural food color packets,lasting color shampoo,buffalo style chicken strips,red food color","[17, 22, 129, 97]","[13, 11, 1, 13]","[323, 55, 937, 263]"
540,beef strips portabella complete meals,38,1,"unsalted beef broth,beef hot links beef smoked sausage with chile peppers,tri color tortilla strips,buffalo style chicken strips","[69, 106, 89, 129]","[15, 12, 13, 1]","[963, 40, 539, 937]"
541,with dawn action pacs fresh scent dishwasher detergent pacs,74,17,"stain release boost in wash stain remover pacs,powerball quantum max shine protect automatic dishwasher detergent,fresh scent dishwasher cleaner,fresh scent dishwasher detergent with dawn","[75, 74, 74, 74]","[17, 17, 17, 17]","[134, 378, 14, 186]"
542,medium to firm hold hair styling foam,22,11,"organic medium yellow thai curry,cat treats hair ball control chicken,rose apricot hair milk,sa extra hold mousse hair styling","[72, 41, 22, 22]","[13, 8, 11, 11]","[575, 779, 871, 51]"
543,rice bean snack chips with adzuki beans chipotle cheese,107,19,"snack bags,simply beyond black bean tortilla chips,chips onion chipotle garlic,nacho cheese white bean chips","[87, 107, 107, 107]","[17, 19, 19, 19]","[274, 180, 140, 32]"
544,classic original hummus,67,20,"original turkey,cocktail time hummus,classic coke,hummus wrap","[96, 67, 77, 13]","[20, 20, 7, 20]","[176, 687, 649, 453]"
545,creamy danish blue cheese wedge,21,16,"creamy italian dressing marinade,cheese creations four cheese cheese sauce,vegan shells creamy sauce mac cheese macaroni cheese organic,danish butter cookies","[89, 9, 4, 61]","[13, 9, 9, 19]","[315, 341, 671, 102]"
546,tomatillo salsa,51,13,"mild el nino salsa,mild salsa divino,salsa roja,hot tomatillo salsa","[67, 51, 51, 51]","[20, 13, 13, 13]","[188, 107, 589, 112]"
547, roses floral toner for sensitive skin,109,11,"red roses,hydro silk women s sensitive skin refill blades,free clear natural laundry detergent for sensitive skin,satin care sensitive skin shave gel","[87, 55, 75, 55]","[17, 11, 17, 11]","[573, 754, 204, 632]"
548,hi chew strawberry fruit,66,6,"yogurt strawberry pomegranate,goober strawberry,strawberry pomegranate,garden strawberry fruit spread","[120, 88, 3, 88]","[16, 13, 19, 13]","[132, 607, 983, 652]"
549,cranberry almond fruit clusters dried cranberries,125,19,"vanilla almond breeze almond milk, cranberry juice blend,dried sweetened cranberries,organic dried cranberries","[91, 98, 117, 117]","[16, 7, 19, 19]","[432, 806, 248, 775]"
550,granola veritas organic,57,14,"organic roasted garlic vinaigrette dressing organic,gluten free peanut butter berry chewy with a crunch granola bars,cranberrry almond soft chewy granola bar,crunchy granola bars variety pack","[89, 3, 3, 48]","[13, 19, 19, 14]","[962, 594, 988, 853]"
551,riesling mosel ,62,5,"cheerios cereal,saline nasal mist,spanish peanuts,whole wheat spanakopita","[121, 11, 117, 129]","[14, 11, 19, 1]","[365, 13, 619, 360]"
552,organic mango peach carrot kickstart smoothie,116,1,"peach aloe vera drink, organic carrot cake,organic mango mania zfruit and veggie rope,peach mango juice","[98, 8, 3, 31]","[7, 3, 19, 7]","[677, 218, 869, 11]"
553,bbq concentrate marinade sauce,5,13,"creamy italian dressing marinade,sweet smokey kansas city bbq sauce,original organic ville bbq sauce,for chicken marinade","[89, 72, 5, 5]","[13, 13, 13, 13]","[315, 520, 999, 807]"
554,turkey chili,1,20,"new mexico chili,original turkey,white chicken chili,turkey","[30, 96, 59, 96]","[6, 20, 15, 20]","[369, 176, 448, 287]"
555,even the kitchen sink kitchen bath scrubber,114,17,"red seedless grapes imported,aromatherapaes stress reducing lavender chamomile spa bath,ultra soft strong double roll bath tissue,econet recycled bath sponge","[24, 132, 54, 109]","[4, 11, 17, 11]","[557, 151, 915, 229]"
556,bake break cheese garlic loaf,100,21,"garlic naan,garlic herb fresh goat cheese,cheese creations four cheese cheese sauce,brioche bachelor loaf","[128, 21, 9, 93]","[3, 16, 9, 3]","[981, 421, 341, 131]"
557,red seedless grapes imported,24,4,"original red twists,waffles red berry,red food color,red roses","[45, 121, 97, 87]","[19, 14, 13, 17]","[242, 252, 263, 573]"
558,organic raw almond butter,88,13,"vanilla almond breeze almond milk,nutrition bar raw organic pineapple almond raw protein,organic raw coconut aminos,vanilla almond butter squeeze","[91, 3, 72, 88]","[16, 19, 13, 13]","[432, 657, 742, 820]"
559,cookie chips crunchy dark chocolate chocolate chip cookies,61,19,"dark chocolate peanut candy,dark chocolate raisins,banana chocolate chip,gluten free all natural chocolate chip cookies","[45, 50, 52, 61]","[19, 19, 1, 19]","[901, 435, 602, 172]"
560,tea temples green tea with mint,94,7,"brambleberry herbal tea,chai tea bags,liquid water enhancer peach green tea with ginseng honey,acai dragonfruit melon green tea","[94, 94, 90, 94]","[7, 7, 7, 7]","[237, 281, 464, 460]"
561,smoke roasted wild sockeye asian sesame salmon,15,12,"organic wild blueberries,wild rice blend,smoked atlantic nova salmon,crackers puffed corn quinoa sesame","[116, 68, 15, 78]","[1, 10, 12, 19]","[128, 503, 941, 310]"
562,traditional tartar sauce,100,21,"caramel sauce,traditional lasagna with meat sauce savory italian recipes,traditional red miso,traditional water crackers","[103, 38, 66, 78]","[19, 1, 6, 19]","[275, 36, 854, 145]"
563,pure moringa vegetable powder,47,11,"he turbo powder original laundry detergent,pure coconut water with orange,sweet cream buttermilk powder,arrowroot powder","[75, 98, 17, 6]","[17, 7, 13, 2]","[727, 7, 395, 506]"
564,embrace sensitive women s blade disposable razors,55,11," roses floral toner for sensitive skin,sensitive shave gel with aloe,probiotics women wiser vegetarian capsules,hydro silk women s sensitive skin refill blades","[109, 55, 70, 55]","[11, 11, 11, 11]","[547, 949, 629, 754]"
565,light and fluffy blueberry pancake mix,130,14,"complete funfetti buttermilk pancake waffle mix,light strawberry blueberry yogurt,shake n pour buttermilk pancake mix,pancake mix buttermilk","[130, 120, 130, 130]","[14, 16, 14, 14]","[745, 9, 994, 68]"
566,organic thin sliced whole wheat bread,112,3,"whole wheat tortillas,organic whole wheat elbows,organic whole wheat rigatoni, whole wheat pita bread","[128, 131, 131, 128]","[3, 9, 9, 3]","[58, 283, 774, 83]"
567,malbec red wine,28,5,"cheese spread port wine,red roses,organic red wine olive oil dressing organic,most wanted cabernet sauvignon red wine","[2, 87, 89, 28]","[16, 17, 13, 5]","[702, 573, 65, 479]"
568,artisan style melts quattro formaggi pizza,79,1,"artisan chick n apple sausage,ristorante pizza spinaci thin crust pizza,pizza for one suprema frozen pizza,artisan ciabatta","[14, 79, 79, 58]","[20, 1, 1, 1]","[74, 356, 18, 155]"
569,golden cupcakes pack,61,19,"gluten free oatmeal variety pack,fresh cut specialties cut golden wax beans,fresh cut golden sweet no salt added whole kernel corn,robust golden unsweetened oolong tea","[130, 81, 81, 94]","[14, 15, 15, 7]","[216, 799, 29, 3]"
570,white chicken chili with beans pouch,59,15,"new mexico chili,garbanzo beans,turkey chili,white chicken chili","[30, 59, 1, 59]","[6, 15, 20, 15]","[369, 790, 554, 448]"
571,thin crispy crust pepperoni pizza,79,1,"ristorante pizza spinaci thin crust pizza,pepperoni party pizza,thin crust pepperoni pesto pizza,crispy thin crust white pizza","[79, 79, 79, 79]","[1, 1, 1, 1]","[356, 743, 992, 926]"
572,brown bobby pins,22,11,"chicken brown rice formula cat food,thin stackers brown rice salt free,deli spicy brown mustard,vegetarian brown gravy mix","[41, 107, 72, 5]","[8, 19, 13, 13]","[597, 273, 977, 711]"
573,red roses,87,17,"original red twists,waffles red berry,red food color, roses floral toner for sensitive skin","[45, 121, 97, 109]","[19, 14, 13, 11]","[242, 252, 263, 547]"
574,crunch vanilla sugar mini cookies,61,19,"very vanilla soymilk,danish butter cookies,chocolate sandwich cookies,vanilla sugar cookies","[91, 61, 61, 61]","[16, 19, 19, 19]","[137, 102, 1, 576]"
575,organic medium yellow thai curry,72,13,"pad thai rice noodles,tikka masala curry sauce,yellow cherry tomato, yellow american cheese","[66, 72, 83, 2]","[6, 13, 4, 16]","[794, 507, 494, 98]"
576,vanilla sugar cookies,61,19,"very vanilla soymilk,danish butter cookies,chocolate sandwich cookies,crunch vanilla sugar mini cookies","[91, 61, 61, 61]","[16, 19, 19, 19]","[137, 102, 1, 574]"
577,liqui gels softgels dye free allergy,11,11," up,ultimate omega mg lemon soft gels,ibuprofen liquid gels,vitamin d cholecalciferol softgels","[77, 47, 133, 47]","[7, 11, 11, 11]","[530, 367, 455, 951]"
578, bamboo skewers,10,17,"romaine,school glue washable no run,won ton wrappers,whole wheat spanakopita","[123, 87, 66, 129]","[4, 17, 6, 1]","[748, 48, 638, 360]"
579,stain odor eliminator detergent,75,17,"for men odor armor body wash,pods spring meadow detergent stain remover brightener,stain release boost in wash stain remover pacs, in laundry detergent","[127, 75, 75, 75]","[11, 17, 17, 17]","[296, 724, 134, 924]"
580,washington state merlot,28,5,"pinot grigio california ,villager ipa, up,california merlot","[62, 27, 77, 28]","[5, 5, 7, 5]","[249, 960, 530, 837]"
581,garnet sweet potato yam ,83,4,"organic yukon gold potato bag,chile con queso potato crisps,fingerling potato,banana sweet potato organic teething wafers","[83, 107, 83, 92]","[4, 19, 4, 18]","[391, 851, 882, 63]"
582,lite whipped topping,119,1,"starting solids carrots organic baby food,dark chocolate ice cream topping,lite beer,lite poppy seed dressing lite","[92, 103, 27, 89]","[18, 19, 5, 13]","[509, 135, 470, 286]"
583,vanilla incense of auroville,101,17,"vanilla cream soda,coconut drink vanilla,vanilla sugar cookies,very vanilla soymilk","[77, 91, 61, 91]","[7, 16, 19, 16]","[230, 670, 576, 137]"
584,organic blueberry pomegranate whole milk yogurt,120,16,"yogurt strawberry pomegranate,yokids squeeze organic blueberry blue yogurt,blueberry pomegranate acaí cultured goat milk kefir,xxx acai blueberry pomegranate","[120, 120, 120, 64]","[16, 16, 16, 7]","[132, 895, 446, 788]"
585,pretzel thins parmesan herb crackers,78,19,"shaved parmesan cheese,unsalted pretzel round,honey cinnamon nut thins crackers,supreme pretzel crackers","[21, 107, 125, 107]","[16, 19, 19, 19]","[226, 532, 996, 615]"
586,geranium daily bar soap,25,11,"daily moisture shampoo,fabric softener geranium scent,basil daly bar soap,lemon verbena bar soap","[22, 75, 25, 25]","[11, 17, 11, 11]","[498, 111, 333, 835]"
587,air effects gain island fresh,101,17,"fresh scent dishwasher cleaner,fresh oj,island fruits fruit snacks,fabric refresher meadows rain air freshener count oz air care","[74, 98, 50, 75]","[17, 7, 19, 17]","[14, 628, 256, 153]"
588,special k original cereal,121,14,"special recipe italian bread,original turkey,smorz cereal,cheerios cereal","[112, 96, 121, 121]","[3, 20, 14, 14]","[444, 176, 90, 365]"
589,salsa roja,51,13,"mild el nino salsa,mild salsa divino,hot tomatillo salsa,tomatillo salsa","[67, 51, 51, 51]","[20, 13, 13, 13]","[188, 107, 112, 546]"
590,almonds roasted and salted,117,19,"roasted vegetable soufflé,frozen desserts fit salted caramel,salted caramel ice cream,organic salted butter","[38, 37, 37, 36]","[1, 1, 1, 16]","[206, 502, 606, 651]"
591,oreo cookies and cream chocolate frozen dairy dessert,37,1,"creamy vanilla soy milk frozen dessert,chocolate sandwich cookies,ice cream cookies cream,peppermint banana split variety pack frozen dairy dessert cones","[37, 61, 37, 37]","[1, 19, 1, 1]","[975, 1, 431, 313]"
592,spongebob shapes macaroni cheese dinner,4,9,"elbow macaroni,vegan shells creamy sauce mac cheese macaroni cheese organic,deluxe white cheddar bacon macaroni cheese dinner,deluxe sauce made with milk cheese macaroni cheese dinner","[131, 4, 4, 4]","[9, 9, 9, 9]","[648, 671, 772, 326]"
593,linguine no ,131,9," up,whole grain linguine pasta,linguine pasta,linguine no pasta","[77, 131, 131, 131]","[7, 9, 9, 9]","[530, 418, 424, 972]"
594,gluten free peanut butter berry chewy with a crunch granola bars,3,19,"multigrain peanut butter cereal,crunchy granola bars variety pack,peanut butter cereal,peanut butter bars","[121, 48, 121, 3]","[14, 14, 14, 19]","[637, 853, 34, 985]"
595,injera flat bread,128,3," whole wheat pita bread,oatnut bread,sunflower bread,flat toothpicks","[128, 112, 112, 111]","[3, 3, 3, 17]","[83, 889, 346, 57]"
596,dailyfoods vitamin d iu,47,11,"vitamin d cholecalciferol softgels,vitamin d i u vegetable capsules,vitamin b mg,vitamin e oil iu","[47, 47, 47, 109]","[11, 11, 11, 11]","[951, 805, 876, 893]"
597,chicken brown rice formula cat food,41,8,"thin stackers brown rice salt free,chunky beef with vegetables brown rice dog food,salmon and tuna formula dry cat food,cat food premium adult cat formula","[107, 40, 41, 41]","[19, 8, 8, 8]","[273, 377, 970, 848]"
598,cabernet sauvignon california,28,5,"organic california blend,california merlot,most wanted cabernet sauvignon red wine,cabernet sauvignon central coast ","[116, 28, 28, 28]","[1, 5, 5, 5]","[634, 837, 479, 927]"
599,floor care tile vinyl floor finish clean scent,114,17,"fresh scent dishwasher cleaner,clean day countertop spray,gentle clean foaming face cleanser fl oz female skin care,automatic toilet bowl cleaner bleach blue rain clean scent pack","[74, 114, 73, 114]","[17, 17, 11, 17]","[14, 751, 482, 865]"
600,thick zesty spaghetti sauce mix,104,13,"multigrain spaghetti style pasta,mix up flamin hot cheezy mix flavored snack mix,graduates lil meals spaghetti rings in meat sauce,organic spaghetti style pasta","[131, 107, 92, 131]","[9, 19, 18, 9]","[375, 422, 873, 33]"
601,organic crunchy slaw americana salad,123,4,"greener selection salad,just fruit salad,italian pasta salad,arugula salad","[123, 50, 1, 123]","[4, 19, 20, 4]","[364, 870, 209, 142]"
602,banana chocolate chip,52,1,"cookie chips crunchy dark chocolate chocolate chip cookies,gluten free all natural chocolate chip cookies,coconut chocolate chip energy bar,peanut butter chocolate chip bar","[61, 61, 3, 3]","[19, 19, 19, 19]","[559, 172, 77, 883]"
603,nasaflo neti pot sinus relief with premixed,11,11," up,sleepytime sinus soother herbal tea,totality multi symptom relief,vegetable pot pie","[77, 94, 44, 38]","[7, 7, 11, 1]","[530, 452, 819, 258]"
604,cookie sheets,10,17,"nutter butter cookie bites go pak,cookie dough performance energy,chocolate decorating cookie icing,gluten free sugar cookie mix","[61, 3, 97, 105]","[19, 19, 13, 13]","[78, 183, 811, 847]"
